Batter_Name,Age,G,PA,AB,R,H,1B,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,FBP,IBB,SO,GDP,SAC,SF,Year,Salary,WAR,Year_Born,Hand,CP,TP,AVG,OBP,SLG,OPS,P_Year,YAB,YOPS
박석민,25,112,457,356,58,108,75,18,0,15,171,64,3,2,76,15,91,4,84,14,5,5,2010,10500,4.903,1985-06-22,우타우투,3루수,3루수,0.303,0.44,0.48,0.92,2011,457,0.816
박석민,26,128,537,457,74,127,85,24,3,15,202,86,3,1,59,13,72,1,105,13,5,3,2011,13500,4.648,1985-06-22,우타우투,3루수,3루수,0.278,0.374,0.442,0.816,2012,443,0.957
박석민,27,127,549,443,79,138,93,19,3,23,232,91,2,3,72,27,99,5,83,8,2,5,2012,18000,7.889,1985-06-22,우타우투,3루수,3루수,0.312,0.433,0.524,0.957,2013,396,0.94
박석민,28,117,474,396,61,126,84,24,0,18,204,76,4,2,54,21,75,1,73,13,0,2,2013,28000,5.849,1985-06-22,우타우투,3루수,3루수,0.318,0.425,0.515,0.94,2014,356,1.02
박석민,29,110,425,356,77,112,64,21,0,27,214,72,0,1,54,12,66,3,62,12,0,3,2014,37000,4.275,1985-06-22,우타우투,3루수,3루수,0.315,0.419,0.601,1.02,2015,448,0.992
박석민,30,135,559,448,90,144,93,25,0,26,247,116,3,0,83,19,102,0,97,13,1,8,2015,37000,6.039,1985-06-22,우타우투,3루수,3루수,0.321,0.441,0.551,0.992,2016,427,0.982
박석민,31,126,506,427,77,131,79,20,0,32,247,104,2,0,56,16,72,2,95,18,2,4,2016,75000,3.854,1985-06-22,우타우투,3루수,3루수,0.307,0.404,0.578,0.982,2017,319,0.792
박석민,32,101,382,319,43,78,49,15,0,14,135,56,1,2,50,13,63,0,92,17,0,0,2017,75000,1.663,1985-06-22,우타우투,3루수,3루수,0.245,0.369,0.423,0.792,2018,318,0.816
박석민,33,103,375,318,40,81,50,14,1,16,145,55,1,0,39,15,54,4,80,11,0,3,2018,75000,0.986,1985-06-22,우타우투,3루수,3루수,0.255,0.36,0.456,0.816,2019,360,0.871
오영수,18,11,16,15,0,2,2,0,0,0,2,0,0,1,1,0,1,0,5,0,0,0,2018,2700,-0.235,2000-01-30,좌타우투,지명타자,지명타자,0.133,0.188,0.133,0.321,2019,8,0.25
노진혁,24,117,361,327,32,73,49,19,2,3,105,27,1,3,26,1,27,1,83,5,5,1,2013,2400,0.27,1989-07-15,좌타우투,유격수,유격수,0.223,0.282,0.321,0.603,2014,16,0.563
노진혁,25,26,16,16,3,3,2,0,0,1,6,2,0,1,0,0,0,0,7,0,0,0,2014,4800,-0.054,1989-07-15,좌타우투,유격수,유격수,0.188,0.188,0.375,0.563,2015,38,0.254
노진혁,28,4,7,7,2,2,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2017,4300,0.144,1989-07-15,좌타우투,유격수,유격수,0.286,0.286,0.429,0.715,2018,420,0.768
노진혁,29,125,458,420,52,119,83,21,4,11,181,42,4,3,33,2,35,0,92,8,1,2,2018,4300,1.646,1989-07-15,좌타우투,유격수,유격수,0.283,0.337,0.431,0.768,2019,348,0.78
이인혁,19,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018,2700,0.003,1999-01-03,좌타좌투,우익수,우익수,0,0,0,0,2019,8,0.958
김성욱,20,4,4,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,2013,2400,-0.02,1993-05-01,우타우투,중견수,중견수,0.25,0.25,0.25,0.5,2014,23,0.617
김성욱,21,26,26,23,6,4,2,1,0,1,8,1,1,0,3,0,3,0,9,0,0,0,2014,2500,0.108,1993-05-01,우타우투,중견수,중견수,0.174,0.269,0.348,0.617,2015,182,0.696
김성욱,22,125,204,182,32,47,35,8,1,3,66,26,3,3,17,4,21,0,52,4,0,1,2015,5500,0.945,1993-05-01,우타우투,중견수,중견수,0.258,0.333,0.363,0.696,2016,306,0.801
김성욱,23,130,348,306,60,81,50,15,1,15,143,51,5,2,30,3,33,0,64,15,7,2,2016,5500,1.378,1993-05-01,우타우투,중견수,중견수,0.265,0.334,0.467,0.801,2017,308,0.705
김성욱,24,124,347,308,60,76,48,18,4,6,120,31,10,4,24,9,33,1,59,4,1,5,2017,10000,0.914,1993-05-01,우타우투,중견수,중견수,0.247,0.315,0.39,0.705,2018,323,0.753
김성욱,25,111,358,323,49,84,56,13,2,13,140,45,11,2,29,1,30,0,64,10,2,3,2018,10500,2.149,1993-05-01,우타우투,중견수,중견수,0.26,0.32,0.433,0.753,2019,287,0.689
권희동,23,121,397,349,42,71,36,19,1,15,137,54,4,1,36,2,38,0,75,6,7,3,2013,2400,0.229,1990-12-30,우타우투,우익수,좌익수,0.203,0.279,0.393,0.672,2014,221,0.806
권희동,26,14,47,41,4,11,10,0,0,1,14,9,0,1,5,1,6,0,9,0,0,0,2016,5100,0.05,1990-12-30,우타우투,우익수,좌익수,0.268,0.362,0.341,0.703,2017,472,0.829
권희동,27,141,554,472,72,135,94,20,2,19,216,86,3,3,51,17,68,1,90,12,7,7,2017,6800,3.488,1990-12-30,우타우투,우익수,좌익수,0.286,0.371,0.458,0.829,2018,343,0.766
권희동,28,104,391,343,43,97,69,19,1,8,142,57,1,3,35,4,39,2,58,5,5,4,2018,13000,1.033,1990-12-30,우타우투,우익수,좌익수,0.283,0.352,0.414,0.766,2019,348,0.714
강진성,24,28,32,27,5,8,4,3,0,1,14,5,0,0,4,1,5,0,4,1,0,0,2017,2700,0.215,1993-10-19,우타우투,좌익수,좌익수,0.296,0.406,0.519,0.925,2018,68,0.553
강진성,25,45,75,68,5,16,13,3,0,0,19,1,0,0,4,0,4,0,17,3,2,1,2018,3000,-0.325,1993-10-19,우타우투,좌익수,좌익수,0.235,0.274,0.279,0.553,2019,97,0.669
나성범,24,104,458,404,55,98,61,18,5,14,168,64,12,2,33,15,48,3,95,7,0,6,2013,4000,2.532,1989-10-03,좌타좌투,중견수,우익수,0.243,0.319,0.416,0.735,2014,477,0.997
나성범,25,123,536,477,88,157,94,28,5,30,285,101,14,5,42,15,57,2,128,4,1,1,2014,7500,6.383,1989-10-03,좌타좌투,중견수,우익수,0.329,0.4,0.597,0.997,2015,564,0.926
나성범,26,144,622,564,112,184,117,34,5,28,312,135,23,4,32,15,47,1,127,9,3,8,2015,30000,5.739,1989-10-03,좌타좌투,중견수,우익수,0.326,0.373,0.553,0.926,2016,572,0.885
나성범,27,144,653,572,116,177,116,37,2,22,284,113,7,4,67,9,76,2,136,4,1,4,2016,30000,4.857,1989-10-03,좌타좌투,중견수,우익수,0.309,0.388,0.497,0.885,2017,498,0.999
나성범,28,125,561,498,103,173,105,42,2,24,291,99,17,7,48,12,60,10,116,8,0,3,2017,35000,6.648,1989-10-03,좌타좌투,중견수,우익수,0.347,0.415,0.584,0.999,2018,556,0.899
나성범,29,144,620,556,110,177,115,36,3,23,288,91,15,2,44,15,59,4,131,11,0,5,2018,43000,5.429,1989-10-03,좌타좌투,중견수,우익수,0.318,0.381,0.518,0.899,2019,93,1.088
박헌욱,25,10,23,22,1,6,3,2,0,1,11,3,1,0,1,0,1,0,5,1,0,0,2018,2700,-0.05,1993-04-11,우타우투,중견수,좌익수,0.273,0.304,0.5,0.804,2019,9,0.333
김진형,24,28,42,38,5,9,8,1,0,0,10,5,0,0,3,0,3,0,7,0,1,0,2014,2500,-0.12,1990-06-07,우타우투,1루수,3루수,0.237,0.293,0.263,0.556,2015,18,0.73
김준완,22,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2013,2400,-0.121,1991-01-20,좌타우투,우익수,중견수,0,0,0,0,2014,4,1.1
김준완,23,6,5,4,1,2,2,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,2014,2400,0.153,1991-01-20,좌타우투,우익수,중견수,0.5,0.6,0.5,1.1,2015,44,0.597
김준완,24,30,54,44,12,10,10,0,0,0,10,2,2,1,10,0,10,0,10,1,0,0,2015,3000,0.211,1991-01-20,좌타우투,우익수,중견수,0.227,0.37,0.227,0.597,2016,253,0.724
김준완,25,122,325,253,60,66,57,7,1,1,78,12,2,5,66,2,68,0,62,4,2,1,2016,3000,1.196,1991-01-20,좌타우투,우익수,중견수,0.261,0.416,0.308,0.724,2017,124,0.613
도태훈,23,6,7,6,1,1,1,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,2016,2700,-0.088,1993-03-18,좌타우투,3루수,3루수,0.167,0.286,0.167,0.453,2017,47,0.532
도태훈,24,32,51,47,3,9,7,1,0,1,13,4,0,0,4,0,4,0,7,2,0,0,2017,2700,-0.233,1993-03-18,좌타우투,3루수,3루수,0.191,0.255,0.277,0.532,2018,35,0.671
이재율,23,32,13,13,9,2,2,0,0,0,2,0,8,1,0,0,0,0,3,0,0,0,2016,2700,-0.122,1993-05-02,좌타좌투,좌익수,중견수,0.154,0.154,0.154,0.308,2017,24,0.398
이재율,24,52,27,24,16,4,4,0,0,0,4,1,9,1,0,2,2,0,9,0,1,0,2017,3000,-0.23,1993-05-02,좌타좌투,좌익수,중견수,0.167,0.231,0.167,0.398,2018,41,0.488
장성우,19,44,112,98,14,26,19,6,0,1,35,12,3,0,8,1,9,0,26,8,2,3,2009,2000,0.387,1990-01-17,우타우투,포수,포수,0.265,0.318,0.357,0.675,2010,100,0.476
장성우,20,61,108,100,5,18,13,4,0,1,25,7,0,1,6,0,6,0,27,0,2,0,2010,3300,-0.351,1990-01-17,우타우투,포수,포수,0.18,0.226,0.25,0.476,2011,62,0.614
장성우,24,43,99,84,10,23,18,4,0,1,30,9,0,0,12,1,13,0,19,1,0,2,2014,5500,0.479,1990-01-17,우타우투,포수,포수,0.274,0.364,0.357,0.721,2015,433,0.771
장성우,27,118,348,294,28,68,48,11,1,8,105,46,0,4,43,2,45,1,59,13,4,5,2017,5000,-0.003,1990-01-17,우타우투,포수,포수,0.231,0.328,0.357,0.685,2018,356,0.725
장성우,28,127,393,356,41,92,66,13,0,13,144,48,1,1,32,2,34,0,82,8,1,2,2018,7300,0.491,1990-01-17,우타우투,포수,포수,0.258,0.321,0.404,0.725,2019,365,0.666
이준수,24,37,43,39,1,6,5,1,0,0,7,2,0,0,4,0,4,0,16,0,0,0,2012,2400,-0.112,1988-06-17,우타우투,포수,포수,0.154,0.233,0.179,0.412,2013,65,0.51
이준수,25,47,74,65,6,13,10,3,0,0,16,6,0,0,3,3,6,0,21,0,2,1,2013,3400,-0.081,1988-06-17,우타우투,포수,포수,0.2,0.264,0.246,0.51,2014,0,
이준수,30,11,10,8,0,2,2,0,0,0,2,1,0,0,0,1,1,0,1,1,1,0,2018,3000,-0.046,1988-06-17,우타우투,포수,포수,0.25,0.333,0.25,0.583,2019,36,0.592
심우준,20,106,146,142,16,24,16,7,0,1,34,14,5,2,2,0,2,0,35,4,2,0,2015,3500,-1.107,1995-04-28,우타우투,유격수,유격수,0.169,0.181,0.239,0.42,2016,236,0.59
심우준,21,122,251,236,36,57,44,9,1,3,77,17,17,1,8,0,8,0,40,5,5,2,2016,3500,-0.017,1995-04-28,우타우투,유격수,유격수,0.242,0.264,0.326,0.59,2017,286,0.709
심우준,22,103,303,286,38,82,61,15,2,4,113,26,18,5,8,4,12,0,58,4,4,1,2017,5000,0.565,1995-04-28,우타우투,유격수,유격수,0.287,0.314,0.395,0.709,2018,367,0.675
심우준,23,135,403,367,49,95,65,23,3,4,136,29,11,11,20,4,24,1,58,4,11,1,2018,6300,0.15,1995-04-28,우타우투,유격수,유격수,0.259,0.304,0.371,0.675,2019,391,0.668
고명성,19,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2700,-0.044,1999-04-16,우타우투,유격수,유격수,0,0,0,0,2019,16,0.347
박경수,19,84,197,172,14,47,34,10,2,1,64,19,2,2,17,4,21,0,38,1,3,1,2003,2400,0.43,1984-03-31,우타우투,2루수,2루수,0.273,0.351,0.372,0.723,2004,328,0.736
박경수,20,92,388,328,50,88,67,15,0,6,121,33,7,6,40,13,53,1,72,6,4,3,2004,3200,2.121,1984-03-31,우타우투,2루수,2루수,0.268,0.367,0.369,0.736,2005,105,0.555
박경수,21,35,133,105,13,18,14,2,0,2,26,7,1,0,18,3,21,0,32,1,6,1,2005,5000,-0.105,1984-03-31,우타우투,2루수,2루수,0.171,0.307,0.248,0.555,2006,329,0.588
박경수,22,107,383,329,32,69,55,6,2,6,97,28,5,2,36,4,40,0,72,6,11,3,2006,4200,0.922,1984-03-31,우타우투,2루수,2루수,0.21,0.293,0.295,0.588,2007,248,0.669
박경수,23,115,295,248,32,59,45,8,3,3,82,19,10,3,33,5,38,1,42,9,8,1,2007,5000,1.276,1984-03-31,우타우투,2루수,2루수,0.238,0.338,0.331,0.669,2008,367,0.69
박경수,24,116,444,367,46,95,75,11,1,8,132,43,6,5,37,7,44,0,65,13,23,10,2008,6000,1.252,1984-03-31,우타우투,2루수,2루수,0.259,0.33,0.36,0.69,2009,269,0.749
박경수,25,106,344,269,45,64,44,12,0,8,100,31,6,4,54,7,61,0,55,5,12,2,2009,7000,1.425,1984-03-31,우타우투,2루수,2루수,0.238,0.377,0.372,0.749,2010,231,0.771
박경수,26,80,286,231,33,60,36,21,0,3,90,21,10,2,30,16,46,0,52,3,8,1,2010,7200,1.932,1984-03-31,우타우투,2루수,2루수,0.26,0.381,0.39,0.771,2011,317,0.644
박경수,30,87,201,162,33,37,28,6,1,2,51,19,7,1,25,5,30,0,33,6,6,3,2014,9000,0.088,1984-03-31,우타우투,2루수,2루수,0.228,0.344,0.315,0.659,2015,440,0.906
박경수,31,137,537,440,75,125,72,30,1,22,223,73,6,4,74,13,87,1,115,8,6,4,2015,23000,5.528,1984-03-31,우타우투,2루수,2루수,0.284,0.399,0.507,0.906,2016,402,0.934
박경수,32,121,476,402,64,126,83,22,1,20,210,80,3,1,65,5,70,2,80,9,0,4,2016,23000,4.453,1984-03-31,우타우투,2루수,2루수,0.313,0.412,0.522,0.934,2017,442,0.782
박경수,33,131,511,442,62,116,73,27,1,15,190,66,1,2,57,6,63,4,118,14,3,3,2017,23000,1.511,1984-03-31,우타우투,2루수,2루수,0.262,0.352,0.43,0.782,2018,458,0.826
박경수,34,135,528,458,65,120,74,21,0,25,216,74,4,1,58,9,67,2,129,16,0,3,2018,23000,2.551,1984-03-31,우타우투,2루수,2루수,0.262,0.354,0.472,0.826,2019,420,0.712
강민국,22,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2400,-0.169,1992-01-10,우타우투,유격수,유격수,0,0,0,0,2015,2,0
강민국,23,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,2700,-0.039,1992-01-10,우타우투,유격수,유격수,0,0,0,0,2016,23,0.504
강민국,26,6,4,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2018,2700,-0.032,1992-01-10,우타우투,유격수,유격수,0.25,0.25,0.25,0.5,2019,88,0.614
김영환,22,37,49,48,4,11,10,0,0,1,14,7,1,0,1,0,1,0,11,0,0,0,2015,3700,0.028,1993-01-31,좌타우투,2루수,2루수,0.229,0.245,0.292,0.537,2016,12,0.334
김영환,25,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018,3700,-0.106,1993-01-31,좌타우투,2루수,2루수,0,0,0,0,2019,14,0.204
황재균,20,63,171,160,19,48,40,6,0,2,60,12,2,2,5,1,6,0,33,1,4,1,2007,2000,0.854,1987-07-28,우타우투,3루수,3루수,0.3,0.323,0.375,0.698,2008,306,0.567
황재균,21,117,333,306,27,73,61,10,1,1,88,18,10,7,16,2,18,0,56,8,7,2,2008,2800,0.144,1987-07-28,우타우투,3루수,3루수,0.239,0.279,0.288,0.567,2009,536,0.802
황재균,22,133,608,536,86,152,102,27,5,18,243,63,30,15,55,3,58,0,100,11,6,8,2009,4000,3.497,1987-07-28,우타우투,3루수,3루수,0.284,0.349,0.453,0.802,2010,306,0.653
황재균,23,94,353,306,41,69,46,14,3,6,107,40,18,7,32,4,36,0,73,10,6,4,2010,4000,0.728,1987-07-28,우타우투,3루수,3루수,0.225,0.303,0.35,0.653,2011,398,0.805
황재균,24,117,458,398,62,115,81,18,4,12,177,68,12,6,40,9,49,1,78,9,3,8,2011,10000,3.764,1987-07-28,우타우투,3루수,3루수,0.289,0.36,0.445,0.805,2012,448,0.681
황재균,25,133,504,448,42,122,98,19,1,4,155,51,26,8,38,5,43,3,81,10,11,2,2012,15000,2.614,1987-07-28,우타우투,3루수,3루수,0.272,0.335,0.346,0.681,2013,489,0.739
황재균,26,128,559,489,70,134,95,29,3,7,190,56,22,11,49,10,59,3,78,14,7,4,2013,18000,3.037,1987-07-28,우타우투,3루수,3루수,0.274,0.35,0.389,0.739,2014,486,0.863
황재균,27,128,550,486,66,156,108,33,3,12,231,76,17,10,53,3,56,0,86,8,4,4,2014,19000,3.943,1987-07-28,우타우투,3루수,3루수,0.321,0.388,0.475,0.863,2015,534,0.871
황재균,28,144,596,534,95,155,86,41,2,26,278,97,11,10,48,4,52,1,122,14,4,6,2015,50000,4.692,1987-07-28,우타우투,3루수,3루수,0.29,0.35,0.521,0.871,2016,498,0.964
황재균,31,142,588,530,76,157,88,41,3,25,279,88,14,7,49,4,53,1,120,5,2,3,2018,120000,3.217,1987-07-28,우타우투,3루수,3루수,0.296,0.358,0.526,0.884,2019,447,0.826
박승욱,20,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2012,2400,-0.041,1992-12-04,좌타우투,1루수,유격수,0,0,0,0,2013,25,0.486
박승욱,24,36,103,87,19,24,16,4,1,3,39,13,2,1,9,2,11,0,28,0,4,1,2016,2700,0.511,1992-12-04,좌타우투,1루수,유격수,0.276,0.354,0.448,0.802,2017,158,0.595
박승욱,25,73,184,158,25,32,24,3,2,3,48,11,0,4,16,4,20,0,57,1,5,1,2017,3500,-0.24,1992-12-04,좌타우투,1루수,유격수,0.203,0.291,0.304,0.595,2018,65,0.77
박승욱,26,51,79,65,11,20,17,3,0,0,23,9,4,1,10,2,12,0,16,1,2,0,2018,4500,0.381,1992-12-04,좌타우투,1루수,유격수,0.308,0.416,0.354,0.77,2019,222,0.61
문상철,24,51,88,80,10,13,8,3,0,2,22,6,0,0,7,0,7,0,32,1,1,0,2015,3600,-0.289,1991-04-06,우타우투,1루수,1루수,0.162,0.23,0.275,0.505,2016,80,0.578
오태곤,23,57,50,45,10,11,7,3,0,1,17,5,2,1,5,0,5,0,18,0,0,0,2014,2400,0.024,1991-11-18,우타우투,지명타자,1루수,0.244,0.32,0.378,0.698,2015,327,0.728
오태곤,24,122,353,327,57,90,63,18,1,8,134,43,15,4,17,4,21,0,100,9,4,1,2015,2400,0.455,1991-11-18,우타우투,지명타자,1루수,0.275,0.318,0.41,0.728,2016,123,0.708
오태곤,25,42,135,123,17,32,23,6,0,3,47,7,6,2,12,0,12,0,37,5,0,0,2016,2400,-0.071,1991-11-18,우타우투,지명타자,1루수,0.26,0.326,0.382,0.708,2017,374,0.757
오태곤,26,135,410,374,53,106,67,29,1,9,164,42,15,9,16,6,22,0,93,7,8,6,2017,2400,0.544,1991-11-18,우타우투,지명타자,1루수,0.283,0.318,0.439,0.757,2018,342,0.731
오태곤,27,128,374,342,55,87,56,17,2,12,144,39,13,8,24,4,28,0,92,7,3,1,2018,8300,0.161,1991-11-18,우타우투,지명타자,1루수,0.254,0.31,0.421,0.731,2019,164,0.604
김진곤,28,67,87,85,11,18,17,1,0,0,19,6,4,2,0,1,1,0,20,0,1,0,2015,3500,-0.972,1987-09-10,좌타우투,중견수,중견수,0.212,0.221,0.224,0.445,2016,8,0.25
김진곤,29,13,8,8,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016,3500,-0.168,1987-09-10,좌타우투,중견수,중견수,0.125,0.125,0.125,0.25,2017,39,0.762
김진곤,30,28,40,39,9,11,8,1,0,2,18,8,1,0,1,0,1,0,11,0,0,0,2017,3000,0.219,1987-09-10,좌타우투,중견수,중견수,0.282,0.3,0.462,0.762,2018,21,0.407
김진곤,31,19,23,21,4,3,2,1,0,0,4,0,0,2,2,0,2,0,3,0,0,0,2018,3300,-0.333,1987-09-10,좌타우투,중견수,중견수,0.143,0.217,0.19,0.407,2019,30,0.645
송민섭,27,47,29,27,7,4,4,0,0,0,4,0,2,1,1,0,1,0,8,1,1,0,2018,3000,-0.387,1991-08-02,우타우투,우익수,우익수,0.148,0.179,0.148,0.327,2019,53,0.737
배정대,20,66,68,65,8,6,4,1,0,1,10,2,3,0,1,1,2,0,23,1,1,0,2015,3500,-0.923,1995-06-12,우타우투,지명타자,우익수,0.092,0.119,0.154,0.273,2016,50,0.595
배정대,23,14,5,5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2018,3500,-0.045,1995-06-12,우타우투,지명타자,우익수,0.2,0.2,0.2,0.4,2019,36,0.677
강백호,19,138,585,527,108,153,90,32,2,29,276,84,3,5,52,3,55,0,124,4,0,3,2018,2700,1.437,1999-07-29,좌타우투,우익수,우익수,0.29,0.356,0.524,0.88,2019,437,0.914
유한준,24,18,28,26,3,5,3,1,0,1,9,5,1,0,2,0,2,0,7,0,0,0,2005,2000,0.022,1981-07-01,우타우투,지명타자,우익수,0.192,0.25,0.346,0.596,2006,246,0.677
유한준,25,110,295,246,24,60,41,16,0,3,85,31,5,3,25,8,33,0,48,5,14,2,2006,2100,0.701,1981-07-01,우타우투,지명타자,우익수,0.244,0.331,0.346,0.677,2007,197,0.642
유한준,29,131,543,481,52,140,104,27,0,9,194,79,2,2,49,1,50,0,81,17,8,4,2010,3500,1.921,1981-07-01,우타우투,지명타자,우익수,0.291,0.355,0.403,0.758,2011,447,0.734
유한준,30,121,511,447,64,129,101,23,2,3,165,54,4,3,52,4,56,3,63,11,4,4,2011,8800,2.219,1981-07-01,우타우투,지명타자,우익수,0.289,0.365,0.369,0.734,2012,246,0.628
유한준,31,74,274,246,22,59,44,11,1,3,81,25,3,1,19,2,21,1,36,11,6,1,2012,12500,0.223,1981-07-01,우타우투,지명타자,우익수,0.24,0.299,0.329,0.628,2013,298,0.744
유한준,32,97,344,298,37,81,61,13,0,7,115,40,4,3,37,4,41,2,48,7,3,2,2013,11500,1.289,1981-07-01,우타우투,지명타자,우익수,0.272,0.358,0.386,0.744,2014,405,0.925
유한준,33,122,469,405,71,128,77,31,0,20,219,91,2,1,46,3,49,0,53,9,8,7,2014,11500,3.054,1981-07-01,우타우투,지명타자,우익수,0.316,0.384,0.541,0.925,2015,520,1.009
유한준,34,139,598,520,103,188,122,42,1,23,301,116,3,3,67,2,69,2,71,13,1,8,2015,11500,6.157,1981-07-01,우타우투,지명타자,우익수,0.362,0.43,0.579,1.009,2016,408,0.897
유한준,35,110,460,408,70,137,101,22,0,14,201,64,4,1,47,2,49,1,40,10,0,3,2016,60000,3.44,1981-07-01,우타우투,지명타자,우익수,0.336,0.404,0.493,0.897,2017,445,0.806
유한준,36,133,497,445,52,136,104,19,0,13,194,68,0,2,45,2,47,2,59,10,2,3,2017,60000,1.813,1981-07-01,우타우투,지명타자,우익수,0.306,0.37,0.436,0.806,2018,428,0.939
유한준,37,121,480,428,59,145,103,21,1,20,228,83,1,1,47,2,49,3,53,9,2,1,2018,60000,2.836,1981-07-01,우타우투,지명타자,우익수,0.339,0.406,0.533,0.939,2019,501,0.826
박준혁,25,6,9,8,3,3,1,2,0,0,5,3,0,0,1,0,1,0,2,1,0,0,2016,2400,0.086,1991-01-09,좌타우투,좌익수,우익수,0.375,0.444,0.625,1.069,2017,10,0.2
박준혁,26,8,10,10,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,2017,2900,-0.308,1991-01-09,좌타우투,좌익수,우익수,0.1,0.1,0.1,0.2,2018,5,0.6
박준혁,27,4,5,5,0,1,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2018,3000,0.098,1991-01-09,좌타우투,좌익수,우익수,0.2,0.2,0.4,0.6,2019,2,0
김만수,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,2900,-0.026,1996-04-18,우타우투,포수,포수,0,0,0,0,2017,6,0.334
정주후,21,12,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,2700,-0.019,1995-06-26,좌타우투,2루수,2루수,0,0,0,0,2017,2,0
홍현빈,20,8,6,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,2017,2700,-0.074,1997-08-29,좌타우투,좌익수,좌익수,0,0,0,0,2018,13,0.564
강민호,19,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2004,2400,-0.126,1985-08-18,우타우투,포수,포수,0,0,0,0,2005,214,0.608
강민호,20,104,230,214,20,52,37,11,2,2,73,18,1,4,5,2,7,0,56,7,9,0,2005,2000,0.207,1985-08-18,우타우투,포수,포수,0.243,0.267,0.341,0.608,2006,410,0.673
강민호,21,126,460,410,40,103,74,20,0,9,150,53,4,1,23,11,34,2,78,5,14,2,2006,3500,2.629,1985-08-18,우타우투,포수,포수,0.251,0.307,0.366,0.673,2007,413,0.756
강민호,22,125,474,413,48,112,78,20,0,14,174,68,1,4,37,4,41,1,88,10,17,3,2007,8000,3.316,1985-08-18,우타우투,포수,포수,0.271,0.335,0.421,0.756,2008,435,0.85
강민호,23,122,501,435,51,127,82,25,1,19,211,82,2,4,49,7,56,1,77,13,0,10,2008,10000,5.372,1985-08-18,우타우투,포수,포수,0.292,0.365,0.485,0.85,2009,262,0.758
강민호,24,83,301,262,36,68,46,13,0,9,108,30,0,0,33,3,36,1,44,9,0,3,2009,14500,1.796,1985-08-18,우타우투,포수,포수,0.26,0.346,0.412,0.758,2010,410,0.9
강민호,25,117,465,410,66,125,82,19,1,23,215,72,2,7,42,8,50,1,65,16,0,5,2010,13500,5.04,1985-08-18,우타우투,포수,포수,0.305,0.376,0.524,0.9,2011,450,0.846
강민호,26,124,506,450,63,130,84,25,2,19,216,66,4,6,47,8,55,2,81,18,0,1,2011,20000,5.385,1985-08-18,우타우투,포수,포수,0.289,0.366,0.48,0.846,2012,400,0.823
강민호,27,119,454,400,41,109,69,21,0,19,187,66,0,1,44,8,52,2,97,9,0,2,2012,30000,4.996,1985-08-18,우타우투,포수,포수,0.272,0.355,0.468,0.823,2013,327,0.742
강민호,28,105,405,327,48,77,53,13,0,11,123,57,4,1,60,11,71,3,87,5,1,6,2013,55000,3.092,1985-08-18,우타우투,포수,포수,0.235,0.366,0.376,0.742,2014,310,0.767
강민호,29,98,360,310,37,71,39,14,2,16,137,40,1,2,33,13,46,3,92,6,0,4,2014,100000,1.684,1985-08-18,우타우투,포수,포수,0.229,0.325,0.442,0.767,2015,380,1.06
강민호,30,123,456,380,63,118,64,18,1,35,243,86,0,0,60,14,74,2,112,14,0,2,2015,100000,5.154,1985-08-18,우타우투,포수,포수,0.311,0.421,0.639,1.06,2016,381,0.982
강민호,31,116,460,381,65,123,77,26,0,20,209,72,4,0,66,10,76,4,91,7,0,3,2016,100000,5.024,1985-08-18,우타우투,포수,포수,0.323,0.433,0.549,0.982,2017,456,0.843
강민호,32,130,515,456,62,130,85,22,1,22,220,68,0,2,41,15,56,6,104,15,0,3,2017,100000,3.383,1985-08-18,우타우투,포수,포수,0.285,0.361,0.482,0.843,2018,427,0.788
강민호,33,129,477,427,46,115,79,14,0,22,195,71,0,0,29,14,43,5,96,11,0,7,2018,100000,1.992,1985-08-18,우타우투,포수,포수,0.269,0.331,0.457,0.788,2019,346,0.72
